units_used,peak_hours_usage,appliance_count,lighting_type,avg_lighting_hours,tariff_type,season,previous_bill,efficiency_score,predicted_bill
365,176,11,LED,7,Domestic,Winter,3488,10,3162
563,15,13,CFL,9,Commercial,Summer,3635,3,3808
85,55,14,Bulb,8,Commercial,Monsoon,908,7,1532
213,70,7,Bulb,8,Domestic,Winter,1497,1,1780
259,154,3,CFL,2,Commercial,Winter,4105,9,2019
444,141,7,Bulb,4,Commercial,Winter,3520,1,3197
565,19,4,Bulb,2,Domestic,Monsoon,4304,6,3240
104,131,5,LED,10,Commercial,Summer,4820,8,1278
600,163,8,CFL,8,Domestic,Summer,4834,4,4137
589,141,6,CFL,5,Commercial,Winter,4371,9,3880
379,200,13,CFL,2,Domestic,Winter,2798,9,3441
499,76,2,CFL,2,Commercial,Winter,1249,5,2947
549,103,2,Bulb,6,Domestic,Winter,2060,2,3291
555,180,3,Bulb,4,Domestic,Winter,2839,4,3630
529,11,8,Bulb,9,Domestic,Winter,2524,4,3292
577,119,3,CFL,10,Commercial,Summer,1828,3,3551
244,66,13,LED,2,Domestic,Summer,840,1,2322
343,24,5,CFL,3,Commercial,Winter,5483,5,2175
294,89,2,LED,10,Commercial,Monsoon,5393,8,1930
515,167,15,CFL,7,Domestic,Summer,2911,5,4171
94,195,9,LED,3,Commercial,Monsoon,4721,5,1691
107,73,11,Bulb,3,Commercial,Winter,1213,2,1505
296,127,14,CFL,2,Commercial,Summer,5916,10,2848
160,200,10,LED,6,Domestic,Winter,2281,4,2113
369,92,14,Bulb,2,Commercial,Summer,5181,5,3115
405,188,13,LED,9,Domestic,Monsoon,5874,3,3538
239,162,8,CFL,9,Domestic,Winter,2467,9,2270
384,135,12,CFL,3,Domestic,Winter,1185,8,3196
129,175,13,LED,4,Domestic,Winter,2015,1,2071
202,22,11,LED,7,Commercial,Summer,4284,3,1835
353,111,9,CFL,5,Commercial,Winter,3281,2,2764
487,75,7,LED,3,Commercial,Winter,1182,8,3211
404,126,15,CFL,8,Domestic,Winter,5219,7,3468
540,79,3,LED,4,Domestic,Monsoon,3689,6,3234
253,17,6,CFL,3,Domestic,Monsoon,4579,8,1754
376,114,6,CFL,10,Domestic,Summer,2581,4,2695
513,135,3,LED,7,Commercial,Monsoon,2983,5,3271
429,21,10,Bulb,5,Domestic,Summer,1362,2,2938
512,110,6,Bulb,9,Domestic,Monsoon,654,4,3384
337,175,3,Bulb,10,Commercial,Monsoon,1074,8,2488
187,157,5,CFL,7,Domestic,Monsoon,5216,3,1789
60,133,9,Bulb,3,Domestic,Winter,3979,2,1320
114,155,4,CFL,7,Domestic,Winter,4788,2,1340
364,173,12,CFL,8,Commercial,Monsoon,2258,4,3213
568,105,13,Bulb,2,Commercial,Monsoon,2039,3,4118
172,192,9,Bulb,3,Commercial,Winter,4658,1,2084
187,88,8,LED,5,Commercial,Summer,2357,7,1768
544,130,5,Bulb,6,Domestic,Summer,1093,8,3547
251,132,11,Bulb,6,Commercial,Winter,5590,4,2434
192,119,5,CFL,2,Commercial,Monsoon,1319,10,1695
476,99,14,LED,10,Commercial,Winter,4288,7,3689
229,182,3,CFL,4,Commercial,Summer,4712,10,1953
257,20,10,LED,4,Domestic,Monsoon,1455,1,2047
165,154,6,Bulb,10,Domestic,Winter,4649,1,1731
344,48,3,CFL,6,Commercial,Winter,3425,4,2124
506,69,12,Bulb,2,Domestic,Summer,4388,10,3618
265,182,13,CFL,4,Commercial,Winter,5758,6,2796
212,88,10,Bulb,7,Commercial,Monsoon,5274,2,2029
552,127,15,LED,2,Commercial,Winter,1440,3,4236
133,116,4,CFL,2,Commercial,Monsoon,1943,10,1315
250,91,11,CFL,3,Domestic,Summer,898,10,2300
554,111,7,LED,4,Domestic,Monsoon,5050,1,3670
79,120,11,LED,7,Domestic,Summer,1771,4,1508
208,127,8,LED,2,Commercial,Winter,1125,6,2000
438,186,13,CFL,5,Domestic,Monsoon,574,3,3702
215,24,10,Bulb,3,Commercial,Winter,1215,4,1842
414,171,11,CFL,10,Commercial,Summer,5040,4,3399
76,57,5,Bulb,8,Commercial,Winter,943,2,900
440,164,14,LED,3,Domestic,Monsoon,3534,1,3708
404,53,9,CFL,4,Commercial,Winter,5800,5,2844
254,69,2,LED,6,Domestic,Summer,634,9,1660
391,90,3,Bulb,5,Domestic,Summer,3713,1,2499
323,86,10,LED,6,Domestic,Monsoon,5398,2,2596
283,21,13,LED,2,Commercial,Summer,1173,2,2381
554,20,10,CFL,4,Domestic,Summer,5338,7,3580
358,174,11,Bulb,4,Domestic,Winter,3810,5,3119
92,150,11,CFL,5,Commercial,Summer,3928,5,1670
381,116,2,CFL,3,Commercial,Summer,3858,5,2464
358,67,9,Bulb,2,Commercial,Summer,2422,4,2651
513,42,5,LED,5,Commercial,Monsoon,4658,2,3110
540,146,13,CFL,7,Domestic,Monsoon,5815,1,4102
237,76,8,Bulb,2,Domestic,Summer,2220,4,1989
420,127,2,CFL,2,Commercial,Winter,986,3,2700
225,153,10,LED,2,Domestic,Winter,4536,1,2301
240,123,6,CFL,9,Domestic,Winter,3068,9,2021
281,160,7,Bulb,6,Commercial,Summer,3344,2,2415
549,17,6,Bulb,10,Commercial,Winter,2570,8,3282
197,94,3,LED,7,Commercial,Summer,2610,7,1510
348,93,15,Bulb,5,Domestic,Summer,4058,7,3075
541,74,10,Bulb,4,Commercial,Summer,2382,3,3684
415,76,5,Bulb,10,Domestic,Monsoon,4428,1,2711
235,70,10,Bulb,4,Commercial,Winter,5997,8,2091
573,122,10,LED,8,Commercial,Summer,1983,6,4000
129,125,9,CFL,3,Commercial,Monsoon,5457,9,1651
344,173,2,Bulb,4,Domestic,Monsoon,1456,9,2453
76,114,3,Bulb,7,Commercial,Monsoon,5386,2,948
542,12,5,Bulb,8,Domestic,Winter,4775,7,3165
245,189,9,Bulb,5,Domestic,Summer,4986,1,2452
411,124,4,LED,3,Domestic,Summer,5233,3,2776
318,145,6,Bulb,6,Domestic,Monsoon,1253,4,2493
559,134,4,LED,9,Commercial,Summer,2747,8,3571
224,73,3,LED,2,Domestic,Winter,5323,1,1583
321,186,14,LED,9,Commercial,Summer,5654,4,3163
467,57,11,LED,5,Commercial,Winter,4475,8,3314
341,199,14,Bulb,6,Domestic,Summer,4437,4,3307
510,57,7,CFL,3,Commercial,Summer,5000,9,3273
472,128,13,Bulb,3,Commercial,Monsoon,5812,7,3695
183,124,15,CFL,8,Commercial,Monsoon,5389,9,2321
69,90,9,LED,7,Commercial,Summer,4715,2,1231
460,141,12,CFL,6,Domestic,Winter,2466,7,3608
436,136,4,CFL,6,Domestic,Summer,1164,1,2943
542,139,11,CFL,5,Commercial,Winter,545,2,3959
135,198,8,CFL,8,Commercial,Winter,4733,7,1846
125,144,10,LED,9,Commercial,Winter,1423,6,1756
461,62,11,Bulb,6,Commercial,Summer,3344,10,3298
587,162,5,LED,2,Commercial,Summer,2004,2,3870
406,48,11,Bulb,3,Commercial,Monsoon,2647,9,2970
256,170,13,LED,2,Domestic,Monsoon,4569,9,2711
147,132,10,LED,3,Commercial,Monsoon,2065,6,1832
259,69,9,Bulb,4,Domestic,Monsoon,628,3,2146
521,141,3,LED,4,Commercial,Winter,5444,4,3332
448,166,9,CFL,10,Commercial,Monsoon,1381,8,3428
347,167,14,LED,8,Domestic,Winter,4576,4,3238
467,98,13,LED,9,Commercial,Monsoon,2307,8,3574
335,87,13,Bulb,8,Commercial,Monsoon,1169,10,2858
561,67,13,Bulb,4,Commercial,Summer,1707,7,3962
567,20,4,CFL,10,Domestic,Winter,5631,4,3253
52,192,8,LED,2,Domestic,Summer,1855,3,1399
260,111,5,LED,9,Domestic,Monsoon,874,5,2021
463,43,5,Bulb,10,Commercial,Winter,2855,5,2855
248,138,10,CFL,9,Commercial,Summer,724,10,2372
417,54,11,Bulb,7,Commercial,Summer,1650,5,3046
390,16,11,CFL,8,Commercial,Winter,5362,1,2787
275,155,8,Bulb,10,Domestic,Summer,5134,9,2434
564,75,3,Bulb,7,Commercial,Summer,5564,9,3346
501,128,6,LED,10,Domestic,Monsoon,4980,4,3384
200,85,13,LED,4,Commercial,Winter,4449,1,2154
175,171,3,LED,10,Commercial,Summer,1267,9,1639
139,36,7,LED,10,Domestic,Summer,5645,1,1291
156,99,10,LED,4,Commercial,Summer,5228,10,1774
236,53,13,LED,7,Domestic,Monsoon,3057,4,2239
275,16,2,LED,5,Domestic,Summer,790,9,1601
389,168,7,Bulb,5,Domestic,Summer,2140,1,2998
205,157,9,Bulb,2,Commercial,Winter,3658,9,2144
415,24,9,Bulb,6,Commercial,Winter,2970,1,2810
369,167,4,CFL,5,Commercial,Monsoon,934,7,2694
254,29,10,CFL,5,Domestic,Monsoon,5788,10,2060
259,177,2,LED,8,Commercial,Winter,4750,2,2026
531,84,12,Bulb,6,Commercial,Winter,3832,9,3795
454,174,8,Bulb,2,Commercial,Summer,5140,4,3418
245,43,8,LED,9,Commercial,Monsoon,4631,7,1926
224,104,6,CFL,9,Domestic,Monsoon,5369,8,1878
599,32,3,LED,4,Domestic,Monsoon,5194,10,3391
394,87,15,Bulb,5,Domestic,Monsoon,548,4,3294
155,145,8,CFL,7,Commercial,Summer,2728,1,1783
133,162,8,Bulb,4,Commercial,Monsoon,2744,6,1723
517,148,11,Bulb,9,Domestic,Winter,4758,3,3859
168,110,2,LED,3,Domestic,Monsoon,4285,7,1345
63,12,6,LED,4,Domestic,Monsoon,4852,4,757
488,96,8,Bulb,5,Commercial,Winter,2827,3,3348
532,64,14,CFL,5,Commercial,Summer,1280,8,3868
55,25,3,CFL,3,Commercial,Monsoon,513,3,559
345,159,15,Bulb,7,Commercial,Summer,699,6,3268
67,17,4,Bulb,9,Domestic,Summer,5904,3,662
452,36,14,CFL,9,Domestic,Monsoon,2075,3,3367
572,149,7,Bulb,7,Domestic,Winter,3892,2,3883
350,78,4,LED,5,Domestic,Summer,1502,2,2316
570,96,4,CFL,4,Commercial,Monsoon,1559,2,3508
415,156,8,CFL,3,Commercial,Winter,2666,7,3160
362,33,10,CFL,8,Commercial,Winter,4834,3,2630
482,124,13,Bulb,3,Domestic,Winter,4208,6,3734
384,142,6,LED,8,Domestic,Winter,5541,1,2824
126,123,2,Bulb,3,Commercial,Winter,2167,5,1169
131,186,14,CFL,3,Domestic,Winter,5032,10,2182
579,198,10,LED,6,Domestic,Monsoon,5190,1,4271
381,57,10,CFL,10,Commercial,Monsoon,5220,10,2804
579,196,15,Bulb,2,Domestic,Monsoon,5977,3,4593
257,94,12,CFL,6,Domestic,Summer,5053,8,2411
127,182,13,Bulb,2,Domestic,Summer,2260,5,2083
573,61,8,LED,7,Commercial,Winter,1910,8,3676
65,83,6,Bulb,5,Domestic,Winter,2788,10,991
538,16,10,LED,3,Commercial,Winter,3102,5,3485
275,33,11,LED,6,Domestic,Monsoon,5267,3,2246
129,198,14,CFL,7,Commercial,Winter,2694,7,2210
365,69,10,CFL,2,Domestic,Summer,4429,9,2759
280,160,4,CFL,9,Commercial,Winter,1840,6,2213
326,39,11,CFL,9,Domestic,Summer,2647,9,2529
557,104,13,LED,10,Domestic,Summer,5526,9,4058
454,169,3,LED,8,Commercial,Summer,4278,2,3074
307,33,6,CFL,4,Commercial,Summer,3584,7,2083
326,185,9,LED,5,Commercial,Summer,2906,3,2857
133,65,3,LED,8,Commercial,Winter,1543,5,1088
384,19,11,CFL,7,Commercial,Summer,5385,4,2765
434,136,13,CFL,5,Commercial,Monsoon,1082,8,3523
193,132,7,Bulb,5,Commercial,Monsoon,3207,1,1872
559,38,11,LED,4,Domestic,Summer,4252,6,3729
192,106,14,Bulb,9,Domestic,Monsoon,1806,8,2245
569,124,2,Bulb,4,Commercial,Summer,1373,6,3460
590,192,10,Bulb,8,Domestic,Monsoon,5805,7,4308
523,60,4,CFL,10,Commercial,Summer,4699,10,3152
425,188,5,CFL,9,Domestic,Winter,5345,7,3115
125,56,14,LED,4,Domestic,Monsoon,3234,8,1741
487,15,4,LED,10,Commercial,Monsoon,3867,9,2825
208,174,7,LED,2,Commercial,Summer,643,3,2082
189,47,15,CFL,2,Commercial,Monsoon,654,7,2109
62,108,15,Bulb,2,Commercial,Summer,5625,3,1646
551,193,13,CFL,8,Domestic,Winter,2031,2,4307
410,23,14,CFL,7,Commercial,Winter,4910,9,3109
531,156,7,LED,3,Domestic,Summer,5340,3,3693
421,133,14,Bulb,6,Commercial,Summer,4266,2,3513
151,28,10,Bulb,4,Domestic,Winter,3176,5,1525
208,60,8,Bulb,4,Domestic,Winter,1512,1,1788
578,194,6,LED,9,Commercial,Monsoon,4442,5,3990
124,43,4,CFL,2,Domestic,Winter,2893,3,1038
118,97,9,Bulb,2,Domestic,Summer,606,2,1506
342,175,7,CFL,7,Commercial,Winter,4336,2,2777
328,37,6,Bulb,5,Commercial,Summer,2578,5,2204
227,72,12,CFL,3,Domestic,Monsoon,5503,4,2187
550,194,4,CFL,2,Commercial,Summer,4112,7,3714
77,178,6,CFL,10,Commercial,Winter,4038,5,1352
285,59,12,LED,3,Commercial,Summer,2854,2,2446
380,16,9,LED,2,Domestic,Summer,4830,4,2604
472,60,4,CFL,8,Domestic,Winter,5130,8,2889
329,82,12,Bulb,9,Commercial,Summer,2083,5,2745
595,134,15,LED,9,Domestic,Winter,5347,9,4480
381,16,9,LED,6,Commercial,Monsoon,3047,3,2609
371,29,2,LED,2,Commercial,Monsoon,5855,3,2138
595,126,9,CFL,6,Domestic,Monsoon,4137,5,4061
424,25,6,CFL,9,Domestic,Monsoon,5121,3,2662
152,99,10,LED,7,Commercial,Winter,5019,10,1753
218,157,15,LED,5,Domestic,Winter,3101,6,2606
137,49,2,CFL,9,Domestic,Monsoon,3943,4,993
250,158,2,Bulb,4,Commercial,Winter,5020,10,1920
483,182,14,Bulb,6,Commercial,Winter,4939,3,3987
340,124,13,CFL,5,Domestic,Monsoon,2570,5,3000
238,96,4,Bulb,8,Commercial,Summer,3453,7,1794
175,166,11,CFL,10,Domestic,Monsoon,4230,10,2149
154,74,7,LED,6,Domestic,Winter,4444,10,1488
563,105,9,Bulb,10,Commercial,Winter,2232,7,3829
409,142,10,Bulb,4,Domestic,Monsoon,2731,4,3216
263,161,4,Bulb,9,Commercial,Winter,1335,10,2128
225,181,3,Bulb,6,Domestic,Monsoon,2550,9,1929
108,150,13,Bulb,3,Domestic,Summer,5174,8,1884
506,88,12,Bulb,9,Commercial,Monsoon,4493,10,3678
560,186,12,LED,4,Domestic,Monsoon,2382,10,4266
518,160,11,LED,8,Domestic,Monsoon,4044,2,3902
183,102,6,LED,5,Domestic,Summer,5538,1,1660
321,19,13,CFL,8,Domestic,Summer,5656,8,2571
445,128,8,CFL,6,Domestic,Summer,5533,10,3227
414,36,11,LED,8,Commercial,Summer,5730,3,2974
491,52,15,LED,7,Domestic,Winter,2081,9,3685
182,40,12,Bulb,7,Domestic,Summer,3348,1,1854
596,148,6,CFL,2,Commercial,Summer,880,10,3938
527,134,12,LED,6,Commercial,Monsoon,3006,7,3932
263,91,5,LED,4,Commercial,Monsoon,3685,3,1973
78,191,15,Bulb,8,Commercial,Summer,4423,3,1990
211,81,7,Bulb,10,Domestic,Winter,2806,4,1804
412,169,13,LED,4,Domestic,Winter,3298,9,3514
282,47,5,LED,8,Domestic,Monsoon,5281,5,1932
461,45,15,Bulb,7,Commercial,Winter,1690,3,3508
98,27,8,LED,3,Commercial,Winter,695,4,1116
307,40,3,Bulb,4,Commercial,Winter,4671,7,1908
175,54,2,Bulb,3,Commercial,Monsoon,5095,7,1205
515,197,6,Bulb,2,Commercial,Monsoon,3153,5,3674
550,68,14,Bulb,7,Domestic,Summer,4940,8,3974
98,77,8,CFL,7,Commercial,Summer,1437,3,1274
258,70,3,LED,6,Commercial,Summer,862,6,1750
232,194,10,Bulb,10,Commercial,Summer,4834,1,2466
572,45,4,LED,3,Commercial,Winter,1641,2,3358
437,156,2,CFL,6,Domestic,Summer,780,5,2879
146,133,5,Bulb,2,Commercial,Monsoon,4216,2,1501
86,139,15,Bulb,3,Domestic,Summer,2257,6,1867
290,40,9,Bulb,8,Commercial,Summer,1627,6,2214
218,156,15,Bulb,9,Commercial,Winter,944,6,2602
141,71,3,Bulb,7,Domestic,Monsoon,1405,8,1149
202,170,10,Bulb,2,Commercial,Monsoon,4697,6,2235
94,143,2,LED,10,Domestic,Summer,4685,1,1067
486,180,15,LED,7,Domestic,Winter,4965,1,4062
74,105,15,LED,4,Commercial,Summer,5114,2,1698
470,49,6,Bulb,5,Domestic,Summer,3713,3,2975
550,190,7,CFL,5,Commercial,Summer,5513,5,3899
94,115,13,LED,6,Commercial,Monsoon,1984,1,1701
58,52,14,CFL,8,Domestic,Monsoon,5490,10,1383
173,153,8,Bulb,4,Commercial,Summer,2808,3,1901
53,97,15,CFL,3,Domestic,Monsoon,2276,2,1564
378,146,2,Bulb,3,Domestic,Summer,994,4,2543
212,49,9,CFL,4,Domestic,Summer,1168,10,1840
286,107,12,Bulb,9,Commercial,Summer,2923,4,2602
180,132,9,Bulb,7,Commercial,Summer,2178,7,1936
184,53,8,Bulb,2,Commercial,Summer,3323,2,1642
348,68,10,Bulb,10,Domestic,Monsoon,3929,3,2668
278,15,4,Bulb,2,Commercial,Monsoon,2821,1,1745
510,72,8,LED,9,Commercial,Winter,771,9,3386
413,20,2,CFL,4,Commercial,Winter,3741,7,2327
107,19,12,CFL,2,Domestic,Summer,5421,9,1400
352,134,11,LED,9,Commercial,Monsoon,1894,1,2962
171,19,5,LED,9,Commercial,Winter,5105,4,1271
447,82,12,Bulb,6,Domestic,Monsoon,2193,8,3355
186,29,4,LED,7,Commercial,Summer,1396,2,1314
506,38,7,CFL,7,Domestic,Winter,1743,1,3192
450,196,8,CFL,6,Domestic,Monsoon,661,10,3467
102,50,14,LED,3,Domestic,Winter,4901,4,1604
142,199,8,Bulb,7,Commercial,Monsoon,4057,7,1886
514,195,6,CFL,3,Domestic,Winter,4760,10,3663
432,158,10,Bulb,3,Commercial,Winter,2908,8,3385
351,199,13,CFL,7,Commercial,Monsoon,3779,1,3293
190,187,5,CFL,10,Commercial,Summer,1335,8,1899
511,180,3,Bulb,5,Domestic,Monsoon,2391,2,3403
443,90,9,LED,3,Commercial,Monsoon,2754,2,3162
368,117,2,LED,10,Commercial,Monsoon,5062,8,2400
450,184,5,LED,3,Domestic,Monsoon,2526,9,3232
245,23,12,Bulb,8,Commercial,Summer,2800,9,2126
567,175,10,Bulb,8,Domestic,Monsoon,3847,8,4136
473,20,5,Bulb,10,Commercial,Winter,5965,9,2834
551,28,2,CFL,5,Commercial,Monsoon,5868,2,3065
291,102,8,Bulb,4,Domestic,Summer,2126,3,2349
500,135,6,Bulb,8,Commercial,Summer,2263,4,3401
600,123,8,Bulb,6,Commercial,Winter,3353,2,4011
423,141,12,LED,3,Domestic,Winter,4274,1,3417
185,114,14,LED,9,Domestic,Monsoon,4265,2,2234
239,128,5,LED,5,Commercial,Winter,4957,9,1966
340,60,4,Bulb,5,Domestic,Monsoon,5758,10,2207
343,50,12,LED,7,Commercial,Monsoon,3470,4,2717
396,147,2,CFL,2,Domestic,Summer,2078,6,2639
134,90,13,Bulb,6,Commercial,Summer,2529,1,1829
358,165,10,Bulb,2,Commercial,Winter,5211,4,3025
182,100,13,CFL,9,Commercial,Winter,3456,4,2109
387,139,14,Bulb,10,Domestic,Winter,2323,7,3356
203,50,4,LED,5,Domestic,Monsoon,690,1,1468
153,61,13,Bulb,2,Domestic,Monsoon,1739,4,1836
74,170,2,LED,5,Domestic,Summer,4962,1,1049
305,51,13,CFL,7,Domestic,Winter,2043,10,2589
512,43,12,Bulb,9,Commercial,Monsoon,1837,5,3567
223,78,10,Bulb,10,Commercial,Monsoon,4996,5,2054
420,84,14,Bulb,6,Domestic,Monsoon,1006,3,3353
342,18,5,LED,8,Domestic,Summer,1362,10,2151
99,158,6,Bulb,5,Commercial,Winter,3487,6,1403
540,56,4,Bulb,6,Commercial,Summer,3475,1,3227
196,41,8,Bulb,3,Domestic,Monsoon,3388,10,1667
114,30,9,LED,7,Commercial,Monsoon,4950,3,1274
151,31,8,LED,6,Domestic,Monsoon,1071,10,1403
483,92,2,CFL,2,Commercial,Summer,741,9,2915
274,131,8,Bulb,10,Domestic,Monsoon,4985,7,2353
240,125,10,Bulb,7,Commercial,Winter,1472,3,2290
568,39,8,Bulb,5,Commercial,Winter,5762,2,3581
301,35,6,LED,8,Domestic,Summer,1353,1,2058
492,28,3,LED,8,Commercial,Monsoon,617,6,2826
371,180,15,Bulb,3,Commercial,Winter,2816,2,3468
440,138,9,LED,8,Commercial,Winter,5427,7,3298
127,136,2,Bulb,7,Commercial,Monsoon,2081,2,1215
372,119,6,LED,9,Commercial,Monsoon,5526,9,2690
166,118,14,LED,6,Domestic,Winter,902,6,2148
496,189,10,Bulb,9,Commercial,Winter,1824,3,3814
320,146,10,Bulb,8,Domestic,Winter,1681,2,2769
465,135,15,CFL,2,Commercial,Summer,5586,2,3812
170,61,5,CFL,10,Commercial,Monsoon,5316,8,1398
365,101,13,CFL,7,Domestic,Monsoon,3334,5,3057
252,53,7,Bulb,6,Domestic,Monsoon,3730,10,1928
371,43,7,CFL,5,Commercial,Winter,4170,7,2511
327,114,12,CFL,5,Domestic,Winter,5534,7,2836
146,122,10,LED,3,Domestic,Monsoon,1774,9,1795
549,88,8,LED,5,Domestic,Winter,2090,8,3638
165,114,7,CFL,10,Domestic,Monsoon,3597,2,1671
73,24,8,LED,6,Domestic,Summer,5153,3,978
199,69,14,CFL,10,Commercial,Summer,1183,2,2164
434,10,4,Bulb,3,Domestic,Monsoon,4531,3,2535
462,186,7,LED,10,Commercial,Summer,883,3,3431
108,33,8,Bulb,9,Domestic,Winter,1071,8,1187
100,40,11,LED,4,Commercial,Summer,2479,3,1365
481,21,5,CFL,4,Domestic,Monsoon,1125,2,2878
466,73,12,LED,3,Commercial,Summer,3783,6,3424
256,24,8,CFL,10,Commercial,Winter,594,6,1923
303,119,15,CFL,2,Commercial,Winter,3740,1,2925
592,85,4,Bulb,7,Domestic,Summer,1258,7,3587
444,24,14,LED,3,Domestic,Summer,590,8,3288
53,101,9,LED,7,Domestic,Winter,5713,3,1183
375,144,2,CFL,10,Domestic,Winter,1128,5,2521
492,139,9,LED,10,Domestic,Summer,2634,10,3570
413,15,4,CFL,9,Commercial,Winter,4872,4,2442
483,94,9,LED,2,Domestic,Monsoon,2141,6,3381
292,179,12,Bulb,2,Commercial,Monsoon,3837,7,2860
243,192,6,CFL,5,Domestic,Winter,5927,7,2254
474,181,10,Bulb,8,Commercial,Winter,3126,2,3675
533,13,13,Bulb,10,Domestic,Summer,5619,8,3647
313,88,15,CFL,2,Commercial,Winter,2908,2,2879
549,92,7,LED,8,Domestic,Winter,2972,9,3584
485,10,12,CFL,2,Domestic,Monsoon,1768,3,3324
534,40,11,LED,10,Domestic,Summer,2925,8,3606
529,41,13,CFL,3,Domestic,Monsoon,888,9,3715
137,11,12,Bulb,2,Commercial,Monsoon,3008,2,1530
515,126,4,LED,9,Domestic,Summer,1284,3,3319
425,103,5,Bulb,10,Domestic,Summer,5307,4,2847
437,182,7,LED,4,Commercial,Monsoon,5398,9,3290
520,61,13,LED,5,Domestic,Monsoon,2732,7,3731
526,195,4,LED,6,Commercial,Summer,743,9,3593
540,112,6,CFL,8,Commercial,Monsoon,2782,8,3535
143,68,5,LED,8,Domestic,Winter,3413,3,1281
247,23,8,LED,3,Domestic,Winter,2414,10,1873
226,39,15,LED,2,Commercial,Summer,4544,9,2275
72,37,11,Bulb,9,Commercial,Summer,2453,5,1211
589,149,10,Bulb,3,Domestic,Winter,1910,9,4168
93,41,13,Bulb,6,Commercial,Monsoon,5243,4,1463
86,14,15,CFL,6,Commercial,Winter,4239,3,1473
589,171,7,LED,3,Commercial,Summer,5655,10,4040
130,185,11,Bulb,4,Domestic,Winter,4681,10,1977
482,176,4,CFL,2,Commercial,Winter,2894,10,3306
347,61,11,Bulb,5,Domestic,Summer,1561,2,2706
79,116,12,Bulb,9,Commercial,Monsoon,1446,3,1561
540,162,11,CFL,5,Domestic,Summer,2986,2,4021
66,160,3,Bulb,9,Domestic,Summer,1766,8,1042
219,22,9,Bulb,6,Commercial,Winter,1466,1,1791
400,130,4,Bulb,7,Domestic,Winter,794,8,2738
181,26,14,Bulb,7,Commercial,Monsoon,1585,6,1936
216,168,8,Bulb,2,Domestic,Winter,2676,1,2170
544,156,11,LED,8,Domestic,Summer,2956,2,4023
206,161,4,CFL,3,Commercial,Monsoon,3538,5,1834
54,123,2,Bulb,9,Domestic,Monsoon,4185,7,797
206,27,11,CFL,7,Domestic,Monsoon,1053,1,1871
346,140,3,Bulb,5,Domestic,Monsoon,3846,9,2425
231,128,9,CFL,3,Commercial,Summer,2203,9,2187
398,31,3,Bulb,8,Domestic,Winter,868,9,2350
112,120,11,CFL,3,Domestic,Summer,3704,8,1679
529,117,4,CFL,10,Domestic,Monsoon,4333,2,3363
233,35,6,CFL,10,Commercial,Monsoon,4472,6,1707
261,20,5,Bulb,10,Domestic,Winter,1402,8,1739
325,42,15,LED,4,Commercial,Summer,4675,5,2796
279,71,5,Bulb,8,Domestic,Monsoon,4140,3,1993
486,180,3,CFL,3,Domestic,Winter,1522,7,3274
87,166,4,Bulb,8,Commercial,Monsoon,1712,5,1235
229,154,8,LED,2,Commercial,Winter,2224,10,2193
70,93,2,CFL,10,Domestic,Winter,730,10,786
167,194,5,Bulb,5,Commercial,Monsoon,2724,2,1802
385,32,14,Bulb,6,Domestic,Monsoon,4284,9,3008
133,184,13,Bulb,2,Commercial,Monsoon,1872,5,2120
492,175,14,Bulb,2,Domestic,Monsoon,851,10,4012
276,113,8,LED,4,Commercial,Monsoon,2667,9,2307
285,49,9,Bulb,9,Commercial,Summer,5620,4,2217
331,27,10,Bulb,7,Commercial,Winter,1809,5,2451
133,85,9,Bulb,8,Domestic,Monsoon,3929,8,1546
399,128,5,LED,5,Commercial,Monsoon,5489,6,2792
139,134,8,LED,8,Domestic,Summer,2530,1,1665
247,83,2,CFL,10,Domestic,Monsoon,5332,10,1668
494,49,13,Bulb,5,Commercial,Summer,1851,4,3559
163,31,2,CFL,8,Domestic,Monsoon,1923,8,1070
597,96,2,CFL,3,Domestic,Summer,5069,10,3516
456,185,13,LED,3,Domestic,Monsoon,3903,6,3792
310,14,13,Bulb,5,Commercial,Summer,682,5,2499
349,188,10,CFL,9,Commercial,Summer,5037,9,3051
595,14,14,CFL,7,Domestic,Winter,1578,8,4036
453,133,11,CFL,7,Commercial,Winter,1971,2,3481
294,94,11,CFL,5,Domestic,Summer,4106,2,2537
374,24,2,LED,8,Commercial,Monsoon,2361,2,2138
452,111,9,Bulb,2,Domestic,Monsoon,2652,9,3275
207,44,6,Bulb,3,Domestic,Winter,4739,4,1601
352,198,7,CFL,6,Commercial,Winter,1060,5,2901
381,99,11,LED,3,Commercial,Summer,2379,7,3002
566,25,7,Bulb,8,Domestic,Summer,1860,3,3461
134,188,6,LED,4,Domestic,Winter,4477,2,1678
53,41,14,Bulb,6,Domestic,Winter,3669,3,1322
149,127,9,CFL,8,Domestic,Monsoon,4669,4,1761
479,66,3,Bulb,7,Commercial,Summer,2355,2,2878
472,69,11,CFL,4,Domestic,Summer,2801,2,3377
336,112,4,LED,6,Commercial,Monsoon,3085,1,2350
229,34,6,CFL,8,Commercial,Summer,4974,5,1683
504,178,15,CFL,7,Domestic,Monsoon,4041,4,4149
262,45,5,CFL,3,Domestic,Winter,4963,9,1823
171,161,7,Bulb,7,Domestic,Winter,4884,9,1850
356,73,3,CFL,6,Domestic,Winter,3165,7,2265
150,35,15,CFL,2,Commercial,Summer,3522,9,1870
571,172,7,LED,7,Commercial,Summer,3662,10,3950
